network_frequency,rn_r_tracker_outstanding,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,rn_w_tracker_outstanding,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,FinishTime,TotalBandWidth,Topo
2,32,50.57004062,282.4629211,2677,40,50.18924438,1472.425347,6006,20906,100.759285,4x9
2,52,50.52617117,280.5934601,2662,40,50.14535562,1458.61573,5832,20924,100.6715268,4x9
2,24,50.46293839,290.1194305,3050,40,50.08209607,1440.421363,5880,20950,100.5450345,4x9
2,68,50.44836868,290.8750916,2958,40,50.06752037,1473.889741,5799,20956,100.5158891,4x9
2,40,50.29106774,278.6070709,3209,40,49.91015908,1465.719851,6038,21021,100.2012268,4x9
2,24,50.04141651,277.4735565,2864,36,49.66042819,1465.239056,5573,21125,99.7018447,4x9
2,52,50.0056135,253.9106903,2492,36,49.62461538,1496.985817,5570,21140,99.63022889,4x9
2,60,49.90801284,270.7500305,2925,36,49.52699007,1487.865389,5702,21181,99.43500291,4x9
2,68,49.9056371,267.9367065,2841,36,49.52461376,1503.105841,5644,21182,99.43025086,4x9
2,28,49.81552611,255.9645691,2660,36,49.43448276,1494.641199,5733,21220,99.25000886,4x9
2,48,49.77768192,259.6441956,2508,36,49.39663093,1502.97912,5898,21236,99.17431285,4x9
2,36,49.73989519,252.4989014,2542,36,49.35883703,1523.101687,5845,21252,99.09873222,4x9
2,64,49.73281656,249.8640137,2526,36,49.35175711,1507.702458,5740,21255,99.08457367,4x9
2,72,51.10646836,260.1362457,2947,36,49.3116759,1516.865668,5853,21272,100.4181443,4x9
2,56,49.58932022,254.987854,2362,36,49.20823799,1542.373264,6014,21316,98.7975582,4x9
2,44,49.57993954,245.583313,2372,36,49.19885605,1545.29472,5944,21320,98.7787956,4x9
2,40,49.53777041,247.1928101,2479,36,49.15668159,1542.662466,5888,21338,98.694452,4x9
2,32,50.99653962,275.7556305,2830,36,49.11925383,1529.741722,5974,21354,100.1157934,4x9
2,68,50.804885,235.4048157,2260,32,48.41652986,1585.360817,5806,21659,99.22141486,4x9
2,56,49.99768731,209.855545,2151,32,48.36435198,1583.855314,5794,21682,98.36203929,4x9
2,64,48.72504643,227.3785858,2292,32,48.34396515,1591.881479,5654,21691,97.06901159,4x9
2,48,50.41134135,235.5844421,2474,32,48.30098269,1573.160544,5660,21710,98.71232404,4x9
2,36,48.64817283,210.1138306,2182,32,48.26710311,1625.673255,5829,21725,96.91527594,4x9
2,60,49.88793626,215.8701172,2130,32,48.2513089,1611.010246,5670,21732,98.13924516,4x9
2,32,50.33112373,222.8940735,2258,32,48.23101724,1613.907072,5779,21741,98.56214097,4x9
2,28,49.85941418,222.2265167,2282,32,48.2265103,1580.444615,5924,21743,98.08592448,4x9
2,40,50.51977175,225.2520447,2210,32,48.17249265,1602.974795,5913,21767,98.6922644,4x9
2,72,49.78347977,217.8547974,2302,32,48.17024454,1589.966843,5885,21768,97.95372431,4x9
2,24,49.77158995,223.4450378,2201,32,48.1343033,1570.465975,5829,21784,97.90589325,4x9
2,52,50.19798482,217.089386,2215,32,48.09393346,1608.114118,5712,21802,98.29191828,4x9
2,44,49.45850611,216.4109802,2356,32,47.83982202,1623.689639,5948,21916,97.29832814,4x9
2,28,49.39452355,179.238266,2184,28,46.93701969,1701.542566,6187,22331,96.33154323,4x9
2,48,49.28727556,173.3731689,1766,28,46.83266788,1705.881867,6235,22380,96.11994344,4x9
2,52,49.28728545,173.5384979,1875,28,46.83054308,1702.168852,6233,22381,96.11782853,4x9
2,68,49.46959127,181.1201477,1747,28,46.79445099,1707.64278,6254,22398,96.26404227,4x9
2,64,49.24301069,176.7051697,1476,28,46.79232966,1723.577954,6254,22399,96.03534035,4x9
2,60,49.21056534,171.0251465,1777,28,46.77324633,1705.073692,6264,22408,95.98381167,4x9
2,56,49.17118589,166.8698578,1482,28,46.7308946,1737.245613,6285,22428,95.90208049,4x9
2,72,49.15966588,174.2934265,1704,28,46.71820404,1722.761889,6290,22434,95.87786992,4x9
2,36,49.38925374,175.7717743,1535,28,46.70552036,1708.097269,6288,22440,96.0947741,4x9
2,24,49.13644996,173.9218903,1951,28,46.69284357,1723.537032,6299,22446,95.82929353,4x9
2,32,49.01873256,168.6870575,1820,28,46.59377962,1722.335643,6347,22493,95.61251218,4x9
2,40,49.3237851,173.3871155,1813,28,46.57906137,1739.350818,6360,22500,95.90284648,4x9
2,44,48.76469955,175.5367432,1871,28,46.37814522,1736.984266,6452,22596,95.14284477,4x9
2,48,47.52712531,94.61761475,735,24,44.61410788,1961.142857,7264,23476,92.14123319,4x9
2,40,47.43634521,91.13542175,914,24,44.51597878,1966.338557,7315,23527,91.952324,4x9
2,44,47.36957626,91.77401733,704,24,44.47953116,1969.182493,7334,23546,91.84910741,4x9
2,60,47.37386925,94.18014526,855,24,44.46803378,1984.601702,7340,23552,91.84190303,4x9
2,56,47.00098953,83.29489136,803,24,44.44505684,1985.381665,7352,23564,91.44604637,4x9
2,36,47.33530249,82.2550354,531,24,44.43357727,1983.73918,7358,23570,91.76887976,4x9
2,52,46.63240146,86.30053711,697,24,44.41445783,1995.200288,7368,23580,91.04685929,4x9
2,72,48.96953387,92.24559021,753,24,44.40490428,1982.819971,7373,23585,93.37443815,4x9
2,68,47.22604494,84.8558197,718,24,44.34195378,1987.620846,7406,23618,91.56799872,4x9
2,28,47.21317634,81.40350342,660,24,44.31720407,1993.899492,7419,23631,91.53038041,4x9
2,24,48.79539084,78.77940369,559,24,44.30769231,2004.499597,7424,23636,93.10308315,4x9
2,64,48.4164681,86.63850403,761,24,44.28488073,1998.684353,7436,23648,92.70134883,4x9
2,32,47.15141431,77.40348816,486,24,44.27538283,2016.162032,7441,23653,91.42679715,4x9
2,44,38.70283837,4312.320145,9713,24,48.69978769,1341.594944,5445,27252,87.40262606,4x5
2,36,38.27199066,4307.097549,10017,24,48.9144157,1341.472036,5341,27557,87.18640635,4x5
2,48,38.20366525,4382.963974,10079,24,48.79417604,1339.595223,5342,27606,86.99784129,4x5
2,60,38.19809843,4332.246582,10001,24,48.77573008,1338.262959,5290,27610,86.97382851,4x5
2,56,38.18418849,4354.873978,10118,24,48.70438352,1340.372132,5321,27620,86.88857201,4x5
2,68,38.18001748,4393.746994,10072,24,48.33264656,1342.529514,5484,27623,86.51266404,4x5
2,24,38.15778748,4329.879059,10157,24,49.10056132,1332.134828,5211,27639,87.2583488,4x5
2,40,38.05807201,4349.766525,10173,24,48.87967041,1345.248744,5245,27711,86.93774242,4x5
2,64,38.00703179,4382.513275,10161,24,49.06555117,1345.3023,5165,27748,87.07258296,4x5
2,52,37.99876789,4405.186188,10160,24,48.96778785,1351.938647,5207,27754,86.96655574,4x5
2,72,37.97812387,4397.077652,10215,24,48.6768215,1346.847207,5393,27769,86.65494537,4x5
2,28,37.84789749,4377.686096,10375,24,48.74578512,1340.188895,5303,27864,86.59368262,4x5
2,32,37.82059513,4337.097839,10367,24,48.67223087,1344.545821,5335,27884,86.492826,4x5
2,40,35.8757356,5887.108292,12813,28,53.6928839,890.3951978,3611,29387,89.56861949,4x5
2,32,35.85242931,5879.034576,12783,28,54.21176471,892.8501829,3553,29406,90.06419401,4x5
2,64,35.78147074,5881.126953,12889,28,54.01036053,887.5980128,3581,29464,89.79183126,4x5
2,68,35.75340971,5907.105347,12859,28,54.19753216,903.7237413,3670,29487,89.95094187,4x5
2,48,35.73391494,5853.302002,12824,28,53.61479327,896.0667318,3627,29503,89.34870821,4x5
2,44,35.71687445,5887.774841,12897,28,53.93698072,901.758417,3684,29517,89.65385516,4x5
2,72,35.71565789,5846.898605,12916,28,53.77680525,875.1843378,3671,29518,89.49246314,4x5
2,36,35.71444142,5898.365173,12920,28,53.92570921,891.6524833,3574,29519,89.64015063,4x5
2,52,35.60046174,5794.814072,12991,28,54.59311366,882.0131293,3471,29613,90.1935754,4x5
2,24,35.4476184,5920.668076,13128,28,53.7152373,895.1770058,3670,29740,89.16285571,4x5
2,60,35.40333581,5923.139542,13128,28,53.82728411,904.8978175,3728,29777,89.23061991,4x5
2,56,35.24743689,5876.2715,13259,28,53.84132283,892.4852431,3631,29908,89.08875972,4x5
2,28,35.08820774,5823.666306,13453,28,53.52027377,889.398608,3566,30043,88.60848151,4x5
2,68,34.60190074,6790.963074,13959,32,55.89689158,774.7763207,3870,30463,90.49879232,4x5
2,40,34.59048624,6705.877396,13980,32,55.81829981,743.7637339,3792,30473,90.40878605,4x5
2,32,34.56995912,6692.768845,14105,32,56.19512195,730.4737413,3696,30491,90.76508107,4x5
2,60,34.55742675,6703.918442,14026,32,55.93323941,751.7133867,3860,30502,90.49066616,4x5
2,52,34.44956962,6752.797897,14082,32,55.73390929,742.218099,3868,30597,90.1834789,4x5
2,56,34.36151527,6744.002136,14272,32,55.66477916,746.233693,3794,30675,90.02629443,4x5
2,32,34.3131647,7116.499863,14203,36,56.13094785,725.9743769,4347,30718,90.44411255,4x5
2,64,34.28623745,6840.856812,14452,32,56.38544739,697.7192305,3581,30742,90.67168485,4x5
2,44,34.27615063,6752.063171,14494,32,56.46564551,732.3619792,3568,30751,90.74179614,4x5
2,28,34.26718954,6803.979553,14183,32,55.05611265,754.5906498,4020,30759,89.32330219,4x5
2,72,34.25823314,6877.177933,14489,32,56.81061148,693.4116133,3495,30767,91.06884462,4x5
2,48,34.2548757,6827.831467,14428,32,56.0182351,711.9577288,3672,30770,90.2731108,4x5
2,36,34.21687062,6737.992126,14423,32,56.00607705,743.3963449,3786,30804,90.22294766,4x5
2,36,34.2079405,7196.550369,14535,36,56.50583019,705.3635448,4211,30812,90.71377068,4x5
2,52,34.15334506,7136.35083,14383,36,55.82735681,722.4292225,4453,30861,89.98070187,4x5
2,24,34.0645832,6859.334534,14687,32,56.72319613,700.2635324,3380,30941,90.78777933,4x5
2,48,34.00382657,7087.399277,14478,36,56.05778526,732.9327257,4292,30996,90.06161183,4x5
2,72,33.97628151,7177.214401,14627,36,56.56466462,695.4547216,4151,31021,90.54094613,4x5
2,64,33.9268127,7216.024094,14817,36,57.74177668,655.242792,3787,31066,91.66858938,4x5
2,56,33.82503226,7097.186646,14609,36,55.82131848,724.0710255,4373,31159,89.64635074,4x5
2,24,33.81412448,7175.269135,14870,36,56.55536683,678.6771143,4333,31169,90.36949131,4x5
2,60,33.77600258,7166.789459,14662,36,56.02735711,735.9931641,4355,31204,89.80335968,4x5
2,40,33.77491464,7408.687302,14850,40,56.29933457,664.5356523,4513,31205,90.07424921,4x5
2,68,33.75643048,7187.515015,14803,36,56.21042313,714.4397166,4170,31222,89.96685361,4x5
2,44,33.72169159,7183.841141,14767,36,56.04561003,714.8915396,4279,31254,89.76730162,4x5
2,28,33.63191994,7196.162918,14829,36,55.89386473,704.7326079,4384,31337,89.52578468,4x5
2,24,33.62221438,7321.734177,14889,40,55.83037646,699.2221602,4748,31346,89.45259084,4x5
2,56,33.59420754,7565.302231,15203,40,57.46851512,645.2313523,4269,31372,91.06272266,4x5
2,52,33.58775105,7403.641144,15022,40,57.02403182,674.8527406,4540,31378,90.61178287,4x5
2,28,33.56409846,7411.372498,15172,40,57.55182604,666.8773872,4066,31400,91.1159245,4x5
2,68,33.54584426,7349.893509,14892,40,55.91203077,700.289078,4773,31417,89.45787503,4x5
2,48,33.54369802,7334.564728,14852,40,55.68279657,707.2133402,4796,31419,89.22649459,4x5
2,40,33.542625,7219.817261,15039,36,56.48109439,696.5777685,4132,31420,90.02371939,4x5
2,32,33.52225064,7423.780167,15130,40,57.08395089,677.3058191,4290,31439,90.60620153,4x5
2,64,33.48157609,7368.696167,15138,40,56.9516663,679.0581442,4466,31477,90.43324239,4x5
2,36,33.4666156,7346.915451,15156,40,56.95795166,666.2088914,4362,31491,90.42456726,4x5
2,60,33.42607587,7399.890503,15094,40,56.47182405,673.2665396,4525,31529,89.89789992,4x5
2,72,33.40265036,7471.06723,15310,40,57.59035876,653.5825583,3996,31551,90.99300911,4x5
2,44,33.38669723,7355.862228,15116,40,56.26557645,680.546999,4553,31566,89.65227368,4x5
2,28,33.34210945,7553.75563,15137,44,56.3024055,700.77305,4863,31608,89.64451495,4x5
2,40,33.2448559,7682.992752,15465,44,57.42056075,631.4958302,4243,31700,90.66541665,4x5
2,44,33.24169414,7629.356384,15171,44,55.80019462,696.1202102,4835,31703,89.04188876,4x5
2,52,33.23958664,7681.219498,15311,44,56.24411508,689.2808315,4649,31705,89.48370172,4x5
2,68,33.15445664,7721.823151,15596,48,55.02676191,737.1757347,5353,31786,88.18121855,4x5
2,48,33.13873965,7717.55217,15391,44,56.24105051,662.2628193,4841,31801,89.37979016,4x5
2,24,33.08750118,7630.793121,15297,44,55.67078367,694.4329737,5145,31850,88.75828485,4x5
2,64,33.00107006,7656.519836,15342,44,56.04865334,709.4806393,4787,31933,89.0497234,4x5
2,56,32.97408805,7837.553375,15521,48,55.78511593,664.3736979,4959,31959,88.75920398,4x5
2,64,32.90372788,7843.560455,15606,48,55.51210068,675.0085565,4846,32027,88.41582856,4x5
2,32,32.85218372,7660.233292,15754,44,55.13257131,655.9594339,4809,32077,87.98475503,4x5
2,36,32.83778028,7595.628494,15491,44,55.96963453,707.1268756,5112,32091,88.80741481,4x5
2,44,32.81825295,7816.829361,15737,48,55.89689158,677.0833178,5086,32110,88.71514453,4x5
2,28,32.78234227,7780.417999,15927,48,54.38027501,719.0485956,5557,32145,87.16261729,4x5
2,48,32.74753279,7777.295197,16041,48,54.061279,755.6288752,5517,32179,86.80881179,4x5
2,24,32.70667498,7868.693756,16060,48,54.42615344,708.1135603,5551,32220,87.13282842,4x5
2,68,32.66388387,7700.503067,15817,44,56.87948421,679.2998047,4573,32261,89.54336808,4x5
2,72,32.66184899,7673.826736,15866,44,56.66714247,693.0889602,4610,32263,89.32899146,4x5
2,72,32.65879715,7793.959351,15524,48,54.30874461,736.2598586,5398,32266,86.96754175,4x5
2,52,32.63237171,7814.253555,15445,48,54.58733936,761.4040024,5619,32292,87.21971107,4x5
2,60,32.59889324,7823.598816,15661,48,55.10313901,728.6011595,5209,32325,87.70203225,4x5
2,56,32.58673628,7636.48465,15811,44,55.44649764,696.9283079,5078,32337,88.03323392,4x5
2,40,32.50995225,7766.165619,15894,48,56.75750577,740.3699002,4821,32413,89.26745803,4x5
2,36,32.46666873,7824.10997,15847,48,55.42565645,710.6575676,5004,32456,87.89232518,4x5
2,40,32.46566351,8015.619019,15936,52,55.07373813,693.9632781,5207,32457,87.53940164,4x5
2,32,32.45561471,7753.08696,15945,48,56.65781096,725.3444785,4606,32467,89.11342566,4x5
2,24,32.32554411,8023.784805,16437,52,54.14067663,706.5158265,5568,32597,86.46622075,4x5
2,68,32.29169746,8056.37529,16473,52,53.79362101,736.5877821,5867,32633,86.08531848,4x5
2,64,32.27281401,8197.343658,16572,52,54.65381764,689.2072948,5207,32650,86.92663165,4x5
2,72,32.25395263,8135.746552,16169,56,53.76560058,755.4867932,5770,32669,86.01955321,4x5
2,32,32.24205153,8151.167038,16428,52,54.56425437,699.0564856,5391,32681,86.80630591,4x5
2,44,32.2044226,7976.324875,16304,52,54.22600473,747.4822979,5644,32719,86.43042733,4x5
2,72,32.14321623,8031.597076,16687,52,53.46759907,732.8336589,5626,32781,85.6108153,4x5
2,60,32.12352184,8058.663712,16509,52,53.68171417,734.7224857,5926,32801,85.80523601,4x5
2,56,32.08518711,8077.602249,16807,52,54.31731832,724.4494668,5544,32840,86.40250543,4x5
2,48,32.08126052,8089.308899,16505,52,54.11513054,716.6259146,5669,32844,86.19639106,4x5
2,52,32.06654434,8088.036133,16128,52,55.14729925,716.9929936,5375,32859,87.21384359,4x5
2,28,31.96975518,8156.920731,16857,56,53.64544462,750.2535962,5888,32958,85.6151998,4x5
2,28,31.94929921,8144.834396,16884,52,52.98454905,722.7755301,5886,32979,84.93384826,4x5
2,68,31.91429267,8204.851257,16443,56,54.02166745,752.7252604,5728,33015,85.93596012,4x5
2,36,31.8861487,8070.856522,16257,52,54.32875414,744.9573878,5557,33044,86.21490284,4x5
2,24,31.86676797,8214.600006,16226,56,53.76840131,768.1713325,5791,33064,85.63516928,4x5
2,48,31.84450923,8186.828339,16972,56,53.08264335,751.89836,6137,33087,84.92715259,4x5
2,60,31.81455748,8105.379578,16175,60,54.3430557,824.4182323,5685,33118,86.15761318,4x5
2,28,31.78273521,8319.854156,16420,60,53.2524377,809.6626984,5941,33151,85.03517291,4x5
2,52,31.77984543,8222.117279,16329,56,53.32947559,781.7766927,5706,33154,85.10932102,4x5
2,64,31.76925408,8329.212158,16705,56,53.52860032,736.7790954,5698,33165,85.2978544,4x5
2,24,31.74713131,8367.819794,16811,60,53.79642466,774.5953621,5845,33188,85.54355597,4x5
2,44,31.71928126,8245.742172,16860,56,53.04990492,756.8617622,6063,33217,84.76918618,4x5
2,60,31.66468368,8116.212112,16445,56,53.90036554,768.5601283,5689,33274,85.56504921,4x5
2,56,31.64557115,8268.422943,16702,56,54.22315613,707.6065228,5498,33294,85.86872727,4x5
2,40,31.62266655,8222.445145,17164,56,53.33498682,725.6548549,5784,33318,84.95765337,4x5
2,52,31.62075933,8381.606888,17164,60,53.233213,774.9288039,6056,33320,84.85397232,4x5
2,44,31.56840077,8341.78299,16631,60,53.90036554,785.7406374,5658,33375,85.46876631,4x5
2,32,31.51905735,8318.136368,16544,60,53.99340901,789.1867094,5772,33427,85.51246636,4x5
2,56,31.50674559,8415.672577,16546,64,53.49530967,853.3373791,6157,33440,85.00205526,4x5
2,52,31.49444344,8342.976791,16983,64,52.5475742,868.2328869,6446,33453,84.04201764,4x5
2,48,31.42648205,8394.49617,16834,64,53.21674572,844.7594401,6122,33525,84.64322777,4x5
2,64,31.42459842,8450.373444,17295,60,52.5930908,767.2645864,6172,33532,84.01768922,4x5
2,40,31.41047839,8288.106522,17348,60,52.27876823,781.9912884,6421,33542,83.68924662,4x5
2,36,31.40671519,8463.433945,16840,64,52.92206727,824.7837302,6165,33546,84.32878246,4x5
2,24,31.3888523,8533.796127,17015,68,52.92206727,874.1024926,6299,33566,84.31091957,4x5
2,48,31.37945894,8292.848389,16882,60,52.5957707,782.7571925,6235,33575,83.97522964,4x5
2,36,31.35975117,8314.599487,16954,60,52.17570641,796.592975,6422,33596,83.53545759,4x5
2,44,31.34568935,8469.732269,17105,64,53.04445244,867.5440538,6272,33611,84.39014178,4x5
2,72,31.3372583,8334.010635,16730,60,52.17043215,793.3874163,6179,33620,83.50769045,4x5
2,72,31.32976784,8324.088638,16509,64,52.64674079,875.1455233,6379,33628,83.97650864,4x5
2,56,31.31479767,8446.845245,17312,60,52.20473397,782.6514757,6393,33644,83.51953164,4x5
2,68,31.3129274,8355.198135,16577,64,52.50480696,882.6753317,6515,33646,83.81773436,4x5
2,64,31.3129274,8647.236145,16794,72,53.34325581,869.6990172,6038,33646,84.65618322,4x5
2,64,31.29143539,8481.622559,16477,68,54.36309054,901.0768849,5690,33669,85.65452593,4x5
2,32,31.20854787,8527.056458,17205,68,52.70588235,856.1416946,6413,33758,83.91443023,4x5
2,60,31.20947675,8502.200439,17333,64,53.09356515,824.0485956,6021,33761,84.3030419,4x5
2,44,31.2048329,8617.446854,17309,68,53.07991361,827.3110119,6134,33762,84.28474651,4x5
2,40,31.18998186,8428.198181,16928,64,52.83267646,836.0811942,6255,33778,84.02265832,4x5
2,28,31.1853438,8465.212219,17608,64,52.44878049,814.2609902,6297,33783,83.63412429,4x5
2,52,31.1344161,8464.410583,16661,68,54.89798958,906.0819692,5733,33838,86.03240568,4x5
2,36,31.1122452,8593.912827,17513,68,53.06081324,824.0811787,5979,33862,84.17305844,4x5
2,24,31.09471562,8493.783966,16851,64,52.96279953,845.5484871,6179,33881,84.05751514,4x5
2,28,31.08273307,8524.515961,16935,68,52.96823523,843.5428137,6095,33894,84.0509683,4x5
2,72,31.08181171,8470.663025,17439,68,51.84289302,886.6622644,6651,33895,82.92470473,4x5
2,32,31.0643164,8586.947876,17710,64,52.79754476,800.6702164,6128,33914,83.86186115,4x5
2,68,31.06247593,8484.185577,17827,60,52.48344943,771.898639,6402,33916,83.54592536,4x5
2,56,31.02571234,8567.743637,16899,68,53.15371543,886.9981244,6202,33956,84.17942777,4x5
2,40,30.96798582,8555.89505,17683,68,51.50144696,859.2845827,6704,34019,82.46943279,4x5
2,60,30.95884263,8540.348694,16912,72,53.53692946,898.5713201,6155,34029,84.49577209,4x5
2,52,30.89954324,8636.911179,17059,72,53.83289872,885.6554439,5936,34094,84.73244196,4x5
2,36,30.86588956,8581.067841,16810,72,51.80126468,959.2772507,6655,34131,82.66715424,4x5
2,24,30.80513529,8549.348282,17120,72,51.67160593,972.8310702,7054,34198,82.47674121,4x5
2,48,30.75814731,8463.093475,16993,72,54.16340452,942.3221726,6074,34250,84.92155183,4x5
2,28,30.74822591,8748.69017,17595,72,51.27375689,898.0242746,6959,34261,82.0219828,4x5
2,64,30.7437183,8558.260101,17327,64,53.68729845,814.484313,6008,34266,84.43101675,4x5
2,68,30.73921201,8520.253128,17058,72,53.47867986,928.9965278,6121,34271,84.21789187,4x5
2,68,30.70590647,8681.029953,17945,68,50.24054514,862.6589007,6995,34308,80.94645161,4x5
2,40,30.66908453,8450.252289,17099,72,54.3430557,956.3714813,5920,34349,85.01214023,4x5
2,32,30.5814279,8502.629852,17143,72,52.39021419,950.0947266,6744,34447,82.9716421,4x5
2,44,30.53423022,8771.404831,17452,72,52.66554416,856.2955574,6373,34500,83.19977438,4x5
2,72,30.50225441,8647.140457,17283,72,52.22850782,926.4575583,6659,34536,82.73076223,4x5
2,56,30.42702107,8582.253647,17394,72,52.72203494,932.9425378,6604,34621,83.149056,4x5
2,60,33.24380191,7628.080414,15168,44,56.13705335,716.5959821,4772,60000,89.38085527,4x5
2,32,32.25048442,8194.069535,16490,56,53.42802422,723.7445707,5781,60000,85.67850865,4x5
2,36,31.9128344,8200.729274,16274,56,54.47210935,739.8343409,5565,60000,86.38494375,4x5
2,48,31.12839543,8581.682658,16921,68,53.06544651,848.6196308,6171,60000,84.19384193,4x5
2,60,31.1344161,8559.555908,17306,68,52.08093244,860.4637897,6751,60000,83.21534854,4x5